sloka	pada	english	verb_part
3.25.42	बाणाभिहतैः	destroyed by arrows	[('destroyed', 'VBN')]
5.47.18	बाणासनचित्रकार्मुकः	endowed with a quiver and a wonderful bow	[('endowed', 'VBN')]
3.13.2	बाधते	in troubling	[('troubling', 'VBG')]
1.20.16	बाधते	is tormenting.	[('is', 'VBZ')]
1.15.6	बाधते	is oppressing	[('is', 'VBZ'), ('oppressing', 'VBG')]
1.15.21	बाधते हि	is tormenting indeed.	[('is', 'VBZ'), ('tormenting', 'VBG')]
5.58.13	बाधमानाः	tormenting	[('tormenting', 'VBG')]
3.36.2	बाधमानाः	harassing	[('harassing', 'VBG')]
3.62.5	बाधावहेन	causing pain	[('causing', 'VBG')]
5.67.6	बाध्यमानया	pained	[('pained', 'VBN')]
5.53.4	बान्धवाः	kith and kin	[('kin', 'VB')]
2.97.4	बान्धवानां वा	of kith and kin	[('kin', 'VB')]
2.26.9	बार्हस्पतः	with Brihaspati presiding over	[('presiding', 'VBG')]
2.106.23	बालः हि	am younger	[('am', 'VBP')]
5.47.26	बालदिवाकरप्रभः	radiant as the rising Sun	[('rising', 'VBG')]
5.47.3	बालदिवाकरप्रभम्	splendid like the rising Sun	[('rising', 'VBG')]
5.10.38	बालपुत्रा	held a baby	[('held', 'VBD')]
5.47.20	बालभावात्	being young	[('being', 'VBG')]
2.75.56	बालवत्साम्	having a young calf	[('having', 'VBG')]
2.40.20	बालवृद्धा	including young and old	[('including', 'VBG')]
5.46.34	बालसूर्यसमप्रभः	was shining like the rising Sun	[('was', 'VBD'), ('shining', 'VBG'), ('rising', 'VBG')]
5.53.8	बालसूर्यसमाननः	his face looking like the rising Sun	[('looking', 'VBG'), ('rising', 'VBG')]
2.12.57	बालायाः	when you were young	[('were', 'VBD')]
4.50.24	बालार्कसन्निभैः	by those looking like the rising Sun	[('looking', 'VBG'), ('rising', 'VBG')]
3.38.10	बालोऽपि	even if he is a boy	[('is', 'VBZ')]
3.69.37	बाल्यात्	being younger	[('being', 'VBG')]
2.76.14	बाष्पकण्ठाः	with their throats choked with tears	[('choked', 'VBN')]
2.32.24	बाष्पकलान्	men with their throats choked with tears	[('choked', 'VBN')]
3.61.30	बाष्पगद्गदः	throat choked with sobbing	[('choked', 'VBD')]
4.7.1	बाष्पगद्गदः	voice choked	[('choked', 'VBD')]
5.40.20	बाष्पगद्गदया	throat choked with tears	[('choked', 'VBD')]
5.39.6	बाष्पगद्गदया	with voice choked with tears	[('choked', 'VBN')]
2.92.27	बाष्पगद्गदया	in a voice choked with tears	[('choked', 'VBN')]
2.34.54	बाष्पगलः	throats choked with tears	[('choked', 'VBD')]
2.112.31	बाष्पगृहीतकण्ठ्य	throats choked with sobs	[('choked', 'VBD')]
3.16.16	बाष्पच्छन्नानि	covered by dew drops	[('covered', 'VBN')]
2.28.2	बाष्पदूषितलोचनाम्	whose eyes were blurred with tears	[('were', 'VBD'), ('blurred', 'VBN')]
2.34.46	बाष्पपरिप्लुतः	filled with tears	[('filled', 'VBN')]
3.45.36	बाष्पपरिप्लुता	eyes filled with tears	[('filled', 'VBN')]
2.58.13	बाष्पपरिबद्धया	with voice choked with tears	[('choked', 'VBN')]
2.66.25	बाष्पपर्याकुलजना	filled with people shedding tears	[('filled', 'VBN'), ('shedding', 'VBG')]
2.31.1	बाष्पपर्याकुलमुखः	(बाष्पपर्याकुलेक्षणः) with his eyes filled with tears	[('filled', 'VBN')]
2.30.46	बाष्पपर्याकुलमुखः	(बाष्पपर्याकुलेक्षणः) with his eyes filled with tears	[('filled', 'VBN')]
2.41.17	बाष्पपर्याकुलमुखः	faces full of tears	[('faces', 'VBZ')]
5.16.2	बाष्पपर्याकुलेक्षणः	eyes dimmed with tears	[('dimmed', 'VBN')]
2.24.31	बाष्पपर्याकुलेक्षणा	with her eyes filled with tears	[('filled', 'VBN')]
2.74.16	बाष्पपर्याकुलेक्षणा	eyes filled with tears	[('filled', 'VBN')]
1.4.15	बाष्पपर्याकुलेक्षणाः	been overcome with tears of joy in their eyes	[('been', 'VBN')]
2.102.46	बाष्पपूर्णमुखः	with face filled with tears	[('filled', 'VBN')]
2.57.11	बाष्पपूर्णमुखाः	faces filled with tears	[('faces', 'VBZ'), ('filled', 'VBN')]
2.40.21	बाष्पपूर्णमुखाः	faces covered with tears	[('faces', 'VBZ'), ('covered', 'VBN')]
5.38.20	बाष्पपूर्णमुखी	face filled with tears	[('filled', 'VBN')]
2.64.22	बाष्पपूर्णवदनः	face filled with tears	[('filled', 'VBN')]
2.102.47	बाष्पपूर्णाक्षान्	eyes filled with tears	[('filled', 'VBN')]
2.65.29	बाष्पपूर्णाक्षी	with her eyes filled with tears	[('filled', 'VBN')]
2.66.1	बाष्पपूर्णाक्षी	with her eyes filled with tears	[('filled', 'VBN')]
2.24.18	बाष्पपूर्णानना	with her face (eyes) filled with tears	[('filled', 'VBN')]
2.103.3	बाष्पपूर्णेन	filled with tears	[('filled', 'VBN')]
5.38.11	बाष्पप्रग्रथिताक्षरम्	words choked with tears	[('choked', 'VBN')]
2.52.100	बाष्पम् मुमोच	shed tears.	[('shed', 'VBN')]
3.51.10	बाष्पलोचनाम्	eyes filled with tears	[('filled', 'VBN')]
2.47.19	बाष्पविप्लुतनेत्राणाम्	of men with their eyes overflowing with tears	[('overflowing', 'VBG')]
2.48.1	बाष्पविप्लुतनेत्राणाम्	of men with their eyes overflowing with tears	[('overflowing', 'VBG')]
2.57.32	बाष्पविप्लुतभाषिणी	speaking with a voice choked with tears	[('speaking', 'VBG'), ('choked', 'VBN')]
2.60.4	बाष्पवेगोपहतया	prevented by fastflowing tears	[('prevented', 'VBN'), ('fastflowing', 'VBG')]
3.45.9	बाष्पशोकपरिप्लुताम्	flooded with tears of sorrow	[('flooded', 'VBN')]
3.46.11	बाष्पशोकाभिपीडिताम्	tormented by tears of grief	[('tormented', 'VBN')]
3.64.16	बाष्पसंरुद्धया	blurred by tears	[('blurred', 'VBN')]
3.16.24	बाष्पसञ्छन्नसलिलाः	waters covered with vapour	[('covered', 'VBD')]
5.67.33	बाष्पसन्दिग्धभाषिणी	throat choked with tears	[('choked', 'VBD')]
2.99.30	बाष्पसन्दिग्धया	choked with tears	[('choked', 'VBN')]
5.15.35	बाष्पाम्बुपरिपूर्णेन	eyes filled with tears	[('filled', 'VBN')]
3.30.10	बाष्पार्द्रवदनाः	faces drenched in tears	[('faces', 'VBZ'), ('drenched', 'VBN')]
2.66.23	बाष्पेण	shedding tears	[('shedding', 'VBG')]
2.59.21	बाष्पोपहतया	choked with tears	[('choked', 'VBN')]
5.34.31	बाहुच्छायामवष्टब्धो	under the shadow of whose shoulders refuge is taken.	[('refuge', 'VBP'), ('is', 'VBZ')]
3.71.10	बाहुप्रयुक्तेन	deployed  from his arm	[('deployed', 'VBN')]
3.20.14	बाहुप्रयुक्तैः	by those dicharged by our arms	[('dicharged', 'VBN')]
3.70.17	बाहुबन्धनौ	that arms which bound you	[('arms', 'VBZ')]
5.22.41	बाहुबलार्जितान्	earned by the strength of your arms	[('earned', 'VBN')]
2.88.23	बाहुवीर्याभिरक्षिताम्	protected by the might of his arms	[('protected', 'VBN')]
4.67.12	बाहुवेगप्रणुन्नेन	can drive away with my arms with high speed	[('drive', 'VB')]
3.18.24	बाहू प्रगृह्य	holding her arms	[('holding', 'VBG')]
5.21.32	बाहोः	armed	[('armed', 'VBN')]
2.2.50	बाह्यश्च	or distant	[('distant', 'VB')]
2.114.2	बिडालोलूकचरिताम्	ranged by cats and owls	[('ranged', 'VBN')]
1.43.10	बिन्दुसरः प्रति	forming Bindusara	[('forming', 'VBG')]
1.39.17	बिभिदुः	broke (dug up).	[('broke', 'VBD')]
2.80.10	बिभिदुः	broke them.	[('broke', 'VBD')]
2.64.39	बिभृयात्	continue to maintain.	[('maintain.', 'VB')]
2.31.20	बिभृयात्	she can support.	[('support.', 'VB')]
3.28.22	बिभेद	broken to pieces.	[('broken', 'VBN'), ('pieces.', 'VB')]
1.46.20	बिभेद	severed it.	[('severed', 'VBN')]
1.46.18	बिभेद	severed it.	[('severed', 'VBN')]
1.1.4	बिभ्यति	are afraid of.	[('are', 'VBP')]
5.49.19	बिभ्यति हि	get sacred	[('sacred', 'VBD')]
2.29.3	बिभ्यति हि	are afraid of.	[('are', 'VBP')]
2.78.6	बिभ्रती	wearing	[('wearing', 'VBG')]
3.46.15	बिभ्रती	wearing	[('wearing', 'VBG')]
5.1.149	बिभ्रती	put up	[('put', 'VBD')]
3.72.4	बिभ्रत्	wearing	[('wearing', 'VBG')]
5.15.28	बिम्बोष्ठीम्	lips red like Bimba fruit	[('red', 'VBD')]
4.50.41	बिलं च	and cave	[('cave', 'VB')]
3.4.31	बिलप्रवेशने	putting him in the pit	[('putting', 'VBG')]
4.53.21	बिलस्थानाम्	for us staying in the cave	[('staying', 'VBG')]
3.60.13	बिल्वोपमस्तनी	lady whose breasts are round (like Bilva fruit)	[('are', 'VBP'), ('round', 'VBN')]
2.108.11	बीजमात्रम्	is a seed only	[('is', 'VBZ')]
5.45.17	बुद्द्वा	knowing	[('knowing', 'VBG')]
1.33.20	बुद्धिं	thinking	[('thinking', 'VBG')]
2.116.21	बुद्धिः प्रवर्तते यदि	if you so like	[('so', 'VBP')]
1.8.2	बुद्धिःआसीत्	had a thought	[('had', 'VBD')]
1.7.15	बुद्धिनिश्चयात्	guided by their intellect	[('guided', 'VBN')]
1.22.15	बुद्धिनिश्चये	in decisionmaking	[('decisionmaking', 'VBG')]
2.9.38	बुद्धिनिश्चये	in ascertaining intelligence	[('ascertaining', 'VBG')]
2.106.6	बुद्धिमांश्च असि	you are a man of wisdom.	[('are', 'VBP')]
5.23.19	बुद्धिम्	mind accepting	[('accepting', 'VBG')]
2.108.17	बुद्धिम्	thinking	[('thinking', 'VBG')]
4.7.5	बुद्धिलाघवम्	frivolous thought	[('thought', 'VBD')]
4.65.26	बुद्धिविक्रमसम्पन्नः	endowed with wisdom and valour	[('endowed', 'VBN')]
4.66.18	बुद्धिसम्पन्नः	endowed with wisdom	[('endowed', 'VBN')]
3.67.7	बुद्धिसम्पन्नाः	endowed with wisdom	[('endowed', 'VBN')]
1.17.3	बुद्धिसम्पन्नान्	endowed with intellect	[('endowed', 'VBN')]
2.15.23	बुद्ध्यस्व	may wake up	[('wake', 'VB')]
5.35.73	बुद्ध्यस्व	you may know.	[('know.', 'VB')]
2.14.53	बुद्ध्यस्व	get enlightened	[('enlightened', 'VBD')]
3.9.34	बुद्ध्या	applying your mind	[('applying', 'VBG')]
3.66.15	बुद्ध्या	applying your intellect	[('applying', 'VBG')]
5.32.13	बुद्ध्या च	thinking	[('thinking', 'VBG')]
5.58.128	बुद्ध्वा	knowing	[('knowing', 'VBG')]
5.48.39	बुद्ध्वा	after realising	[('realising', 'VBG')]
5.1.109	बुद्ध्वा	after realising	[('realising', 'VBG')]
3.14.4	बुद्ध्वा	after knowing	[('knowing', 'VBG')]
1.1.7	बुद्ध्वा	having ascertained	[('having', 'VBG'), ('ascertained', 'VBN')]
3.52.11	बुद्ध्वा	knowing	[('knowing', 'VBG')]
5.51.30	बुद्ध्वा	after realising	[('realising', 'VBG')]
5.1.188	बुद्ध्वा	recognising	[('recognising', 'VBG')]
3.34.27	बुद्ध्वा	after knowing	[('knowing', 'VBG')]
5.67.37	बुद्ध्वा	make him know	[('make', 'VB'), ('know', 'VB')]
2.109.34	बुधः	learned man	[('learned', 'VBN')]
5.51.30	बुध्यस्व	know (Judge and adopt suitable course of action.)	[('know', 'VB'), ('adopt', 'VB')]
2.42.13	बुध्वा	having realised	[('having', 'VBG'), ('realised', 'VBN')]
5.15.39	बुबुधे	he identified.	[('identified.', 'VB')]
4.52.16	बुभुक्षापरिपीडितैः	tormented by hunger and thirst	[('tormented', 'VBN')]
4.52.9	बुभुक्षिताः	feeling hungry	[('feeling', 'VBG')]
2.91.52	बुभुक्षिताः	those who are hungry to eat	[('are', 'VBP'), ('eat', 'VB')]
2.52.102	बुभुक्षितौ	famished	[('famished', 'VBN')]
2.100.60	बुभूषसे कच्चित्	I trust you thrive.	[('trust', 'VBP'), ('thrive.', 'VBP')]
3.47.50	बृवन्त्याम्	as she spoke	[('spoke', 'VBD')]
5.18.12	बृसीः च अपि	couches (rolls of twisted grass used as seats)	[('used', 'VBN')]
2.1.38	बृहस्पति समः	equal to Brihaspati	[('Brihaspati', 'VB')]
5.35.9	बृहस्पतिसमः	equal to Brihaspathi	[('Brihaspathi', 'VB')]
4.54.3	बृहस्पतिसमम्	equal to Brhaspati	[('Brhaspati', 'VB')]
3.33.2	बोद्धव्यम्	which ought to be understood	[('be', 'VB')]
3.31.47	बोधयितुम्	to awaken	[('awaken', 'VB')]
5.38.24	बोधितः	he was awakened.	[('was', 'VBD')]
2.58.13	बोधितः	questioned	[('questioned', 'VBN')]
5.67.6	बोधितः किल	woke you up and informed you.	[('informed', 'VBD')]
5.67.5	बोधितः किल	woke you up.	[('up.', 'VBP')]
5.56.11	बोध्यमानमिव	as if he was being awakened	[('was', 'VBD'), ('being', 'VBG'), ('awakened', 'VBN')]
3.31.43	ब्रवीति	said	[('said', 'VBD')]
2.44.21	ब्रवीमि	am telling.	[('am', 'VBP')]
2.32.42	ब्रवीमि	I speak	[('speak', 'VBP')]
2.85.10	ब्रवीमि	I am telling.	[('am', 'VBP')]
2.51.4	ब्रवीमि	I am saying	[('am', 'VBP'), ('saying', 'VBG')]
2.52.23	ब्रवीमि	I am telling.	[('am', 'VBP')]
5.38.67	ब्रवीमि	I am telling.	[('am', 'VBP')]
4.49.6	ब्रवीमि	I am telling you.	[('am', 'VBP'), ('telling', 'VBG')]
4.35.18	ब्रवीमि	I am speaking.	[('am', 'VBP')]
2.86.5	ब्रवीमि	I am telling.	[('am', 'VBP')]
2.68.5	ब्रवीमि	am telling	[('am', 'VBP'), ('telling', 'VBG')]
2.12.66	ब्रवीमि यदि	if I tell	[('tell', 'VBP')]
2.13.7	ब्रवीमि यदि	if I tell	[('tell', 'VBP')]
5.38.4	ब्रवीषि	you said	[('said', 'VBD')]
2.12.110	ब्रवीषि	are you telling?	[('are', 'VBP')]
3.11.37	ब्रवीषि	you are speaking	[('are', 'VBP'), ('speaking', 'VBG')]
2.23.40	ब्रवीहि	you may tell me	[('tell', 'VB')]
3.31.43	ब्रवीहि	you tell	[('tell', 'VBP')]
3.1.6	ब्रह्मघोषनिनादितम्	reverberating with chanting of the Vedas	[('reverberating', 'VBG')]
3.1.8	ब्रह्मघोषनिनादितम्	echoing with the chanting of the Vedas	[('echoing', 'VBG')]
3.46.13	ब्रह्मघोषम्	chanting from the Vedas	[('chanting', 'VBG')]
4.61.6	ब्रह्मघोषांश्च	sounds of Vedic chanting	[('chanting', 'VBG')]
4.34.12	ब्रह्मघ्ने	one who kills a brahmin	[('kills', 'VBZ')]
5.35.12	ब्रह्मचर्यव्रते	observing the vow of selfcontrol	[('observing', 'VBG')]
2.27.12	ब्रह्मचारिणी	observing vow of celibacy	[('observing', 'VBG')]
1.14.41	ब्रह्मणे	to Brahma	[('Brahma', 'VB')]
2.45.21	ब्रह्मण्यम्	seeking good of the brahmins	[('seeking', 'VBG')]
4.40.41	ब्रह्मतेजोभिः	by the power of mantras recited by brahmins	[('recited', 'VBN')]
1.56.24	ब्रह्मत्वकारणम्	is the reason for brahminhood	[('is', 'VBZ')]
