sloka	pada	english	verb_part	speech_part	word_count	verb_count
2.32.43	प्रतिगृह्य	having accepted	[('having', 'VBG'), ('accepted', 'VBN')]	[[('having', 'VBG'), ('accepted', 'VBN')]]	2	2
2.37.7	प्रतिगृह्य	having received	[('having', 'VBG'), ('received', 'VBN')]	[[('having', 'VBG'), ('received', 'VBN')]]	2	2
2.4.4	प्रतिगृह्य	having received	[('having', 'VBG'), ('received', 'VBN')]	[[('having', 'VBG'), ('received', 'VBN')]]	2	2
2.54.20	प्रतिगृह्य	having  received	[('having', 'VBG'), ('received', 'VBN')]	[[('having', 'VBG'), ('received', 'VBN')]]	2	2
2.55.18	प्रतिगृह्य	tightly holding	[('holding', 'VBG')]	[[('tightly', 'RB'), ('holding', 'VBG')]]	2	1
2.70.4	प्रतिगृह्य	having accepted	[('having', 'VBG'), ('accepted', 'VBN')]	[[('having', 'VBG'), ('accepted', 'VBN')]]	2	2
2.70.6	प्रतिगृह्य	having received	[('having', 'VBG'), ('received', 'VBN')]	[[('having', 'VBG'), ('received', 'VBN')]]	2	2
2.82.28	प्रतिगृह्य	having received	[('having', 'VBG'), ('received', 'VBN')]	[[('having', 'VBG'), ('received', 'VBN')]]	2	2
3.26.4	प्रतिगृह्य	retaliated	[('retaliated', 'VBN')]	[[('retaliated', 'VBN')]]	1	1
3.47.7	प्रतिगृह्य	extracted a  promise  married for a consideration	[('extracted', 'VBD'), ('married', 'VBN')]	[[('extracted', 'VBD'), ('a', 'DT'), ('promise', 'NN'), ('married', 'VBN'), ('for', 'IN'), ('a', 'DT'), ('consideration', 'NN')]]	7	2
4.37.37	प्रतिगृह्य	after taking	[('taking', 'VBG')]	[[('after', 'IN'), ('taking', 'VBG')]]	2	1
5.38.70	प्रतिगृह्य	after taking	[('taking', 'VBG')]	[[('after', 'IN'), ('taking', 'VBG')]]	2	1
5.38.71	प्रतिगृह्य	after taking	[('taking', 'VBG')]	[[('after', 'IN'), ('taking', 'VBG')]]	2	1
5.46.15	प्रतिगृह्य	accepting	[('accepting', 'VBG')]	[[('accepting', 'VBG')]]	1	1
5.67.31	प्रतिगृह्य	took	[('took', 'VBD')]	[[('took', 'VBD')]]	1	1
1.11.7	प्रतिगृह्य च	having received along with him	[('having', 'VBG'), ('received', 'VBN')]	[[('having', 'VBG'), ('received', 'VBN'), ('along', 'IN'), ('with', 'IN'), ('him', 'PRP')]]	5	2
1.29.20	प्रतिगृह्य च	and having received	[('having', 'VBG'), ('received', 'VBN')]	[[('and', 'CC'), ('having', 'VBG'), ('received', 'VBN')]]	3	2
2.52.5	प्रतिगृह्य च	accepting the proposal	[('accepting', 'VBG')]	[[('accepting', 'VBG'), ('the', 'DT'), ('proposal', 'NN')]]	3	1
3.46.35	प्रतिगृह्यताम्	please take	[('please', 'VB'), ('take', 'VB')]	[[('please', 'VB'), ('take', 'VB')]]	2	2
4.37.35	प्रतिग्राहयामासुः	in turn gifted to him Sugriva	[('gifted', 'VBN'), ('Sugriva', 'VB')]	[[('in', 'IN'), ('turn', 'NN'), ('gifted', 'VBN'), ('to', 'TO'), ('him', 'PRP'), ('Sugriva', 'VB')]]	6	2
1.41.3	प्रतिघातार्थम्	to destroy	[('destroy', 'VB')]	[[('to', 'TO'), ('destroy', 'VB')]]	2	1
2.116.15	प्रतिघ्नन्ति	are killing	[('are', 'VBP'), ('killing', 'VBG')]	[[('are', 'VBP'), ('killing', 'VBG')]]	2	2
3.45.24	प्रतिच्छन्नः	hiding your true self	[('hiding', 'VBG')]	[[('hiding', 'VBG'), ('your', 'PRP$'), ('true', 'JJ'), ('self', 'NN')]]	4	1
1.17.35	प्रतिजग्मुः	returned	[('returned', 'VBN')]	[[('returned', 'VBN')]]	1	1
2.91.83	प्रतिजग्मुश्च	returned	[('returned', 'VBN')]	[[('returned', 'VBN')]]	1	1
1.2.19	प्रतिजग्राह	received committed to memory	[('received', 'VBN')]	[[('received', 'VBN'), ('committed', 'JJ'), ('to', 'TO'), ('memory', 'NN')]]	4	1
1.22.20	प्रतिजग्राह	received	[('received', 'VBN')]	[[('received', 'VBN')]]	1	1
1.49.17	प्रतिजग्राह	received with due honours	[('received', 'VBN')]	[[('received', 'VBN'), ('with', 'IN'), ('due', 'JJ'), ('honours', 'NNS')]]	4	1
1.49.17	प्रतिजग्राह	received	[('received', 'VBN')]	[[('received', 'VBN')]]	1	1
1.76.4	प्रतिजग्राह	grasped pulled	[('pulled', 'VBD')]	[[('grasped', 'NNS'), ('pulled', 'VBD')]]	2	1
2.54.33	प्रतिजग्राह	honoured	[('honoured', 'VBN')]	[[('honoured', 'VBN')]]	1	1
3.11.20	प्रतिजग्राह	received	[('received', 'VBN')]	[[('received', 'VBN')]]	1	1
3.12.26	प्रतिजग्राह	received	[('received', 'VBN')]	[[('received', 'VBN')]]	1	1
3.25.12	प्रतिजग्राह	resisted	[('resisted', 'VBN')]	[[('resisted', 'VBN')]]	1	1
3.26.19	प्रतिजग्राह	received	[('received', 'VBN')]	[[('received', 'VBN')]]	1	1
3.26.3	प्रतिजग्राह	retaliated	[('retaliated', 'VBN')]	[[('retaliated', 'VBN')]]	1	1
3.27.9	प्रतिजग्राह	retaliated	[('retaliated', 'VBN')]	[[('retaliated', 'VBN')]]	1	1
3.49.17	प्रतिजग्राह	held her	[('held', 'VBD')]	[[('held', 'VBD'), ('her', 'PRP$')]]	2	1
3.51.6	प्रतिजग्राह	endured	[('endured', 'VBN')]	[[('endured', 'VBN')]]	1	1
4.37.37	प्रतिजग्राह च	and accepted them	[('accepted', 'VBD')]	[[('and', 'CC'), ('accepted', 'VBD'), ('them', 'PRP')]]	3	1
1.19.13	प्रतिजानामि	I assure you	[('assure', 'VBP')]	[[('I', 'PRP'), ('assure', 'VBP'), ('you', 'PRP')]]	3	1
3.27.3	प्रतिजानामि	I promise	[('promise', 'VBP')]	[[('I', 'PRP'), ('promise', 'VBP')]]	2	1
4.55.12	प्रतिजानामि	I pledge	[('pledge', 'VBP')]	[[('I', 'PRP'), ('pledge', 'VBP')]]	2	1
4.7.22	प्रतिजानामि	I promise	[('promise', 'VBP')]	[[('I', 'PRP'), ('promise', 'VBP')]]	2	1
2.18.30	प्रतिजाने च	I promise	[('promise', 'VBP')]	[[('I', 'PRP'), ('promise', 'VBP')]]	2	1
2.23.27	प्रतिजाने च	I am swearing	[('am', 'VBP'), ('swearing', 'VBG')]	[[('I', 'PRP'), ('am', 'VBP'), ('swearing', 'VBG')]]	3	2
2.11.3	प्रतिज्ञां प्रतिजानीष्व	promise to fulfil	[('fulfil', 'VB')]	[[('promise', 'NN'), ('to', 'TO'), ('fulfil', 'VB')]]	3	1
5.51.32	प्रतिज्ञातं हि	indeed made a vow	[('made', 'VBD')]	[[('indeed', 'RB'), ('made', 'VBD'), ('a', 'DT'), ('vow', 'NN')]]	4	1
1.1.44	प्रतिज्ञातः	was promised	[('was', 'VBD'), ('promised', 'VBN')]	[[('was', 'VBD'), ('promised', 'VBN')]]	2	2
3.9.10	प्रतिज्ञातः	is promised	[('is', 'VBZ'), ('promised', 'VBN')]	[[('is', 'VBZ'), ('promised', 'VBN')]]	2	2
2.35.31	प्रतिज्ञातम्	which is promised	[('is', 'VBZ'), ('promised', 'VBN')]	[[('which', 'WDT'), ('is', 'VBZ'), ('promised', 'VBN')]]	3	2
2.38.11	प्रतिज्ञातम्	has been promised	[('has', 'VBZ'), ('been', 'VBN'), ('promised', 'VBN')]	[[('has', 'VBZ'), ('been', 'VBN'), ('promised', 'VBN')]]	3	3
5.51.9	प्रतिज्ञातम्	is promised	[('is', 'VBZ'), ('promised', 'VBN')]	[[('is', 'VBZ'), ('promised', 'VBN')]]	2	2
2.109.25	प्रतिज्ञाता	is sworn	[('is', 'VBZ'), ('sworn', 'VBN')]	[[('is', 'VBZ'), ('sworn', 'VBN')]]	2	2
2.34.29	प्रतिज्ञान्ते	after fulfilling the vow	[('fulfilling', 'VBG')]	[[('after', 'IN'), ('fulfilling', 'VBG'), ('the', 'DT'), ('vow', 'NN')]]	4	1
2.115.24	प्रतिज्ञापारगः	fulfilling his vow	[('fulfilling', 'VBG')]	[[('fulfilling', 'VBG'), ('his', 'PRP$'), ('vow', 'NN')]]	3	1
1.37.12	प्रतिज्ञाय	promised	[('promised', 'VBN')]	[[('promised', 'VBN')]]	1	1
1.60.27	प्रतिज्ञाय	having promised	[('having', 'VBG'), ('promised', 'VBN')]	[[('having', 'VBG'), ('promised', 'VBN')]]	2	2
1.75.7	प्रतिज्ञाय	having vowed	[('having', 'VBG'), ('vowed', 'VBN')]	[[('having', 'VBG'), ('vowed', 'VBN')]]	2	2
2.109.24	प्रतिज्ञाय	having sworn	[('having', 'VBG'), ('sworn', 'VBN')]	[[('having', 'VBG'), ('sworn', 'VBN')]]	2	2
2.112.26	प्रतिज्ञाय	having promised	[('having', 'VBG'), ('promised', 'VBN')]	[[('having', 'VBG'), ('promised', 'VBN')]]	2	2
2.3.23	प्रतिज्ञाय	after acknowledging	[('acknowledging', 'VBG')]	[[('after', 'IN'), ('acknowledging', 'VBG')]]	2	1
2.90.9	प्रतिज्ञाय	informing	[('informing', 'VBG')]	[[('informing', 'VBG')]]	1	1
3.10.20	प्रतिज्ञाय	even after making the promise किं पुनः what more	[('making', 'VBG'), ('पुनः', 'VBZ')]	[[('even', 'RB'), ('after', 'IN'), ('making', 'VBG'), ('the', 'DT'), ('promise', 'NN'), ('किं', 'NNP'), ('पुनः', 'VBZ'), ('what', 'WP'), ('more', 'RBR')]]	9	2
3.13.18	प्रतिज्ञाय	after ensuring	[('ensuring', 'VBG')]	[[('after', 'IN'), ('ensuring', 'VBG')]]	2	1
5.39.5	प्रतिज्ञाय	promised	[('promised', 'VBN')]	[[('promised', 'VBN')]]	1	1
5.46.6	प्रतितर्कयन्	judging again and again	[('judging', 'VBG')]	[[('judging', 'VBG'), ('again', 'RB'), ('and', 'CC'), ('again', 'RB')]]	4	1
3.52.2	प्रतिदृश्यते	are perceived	[('are', 'VBP'), ('perceived', 'VBN')]	[[('are', 'VBP'), ('perceived', 'VBN')]]	2	2
2.14.27	प्रतिधूपिताम्	made fragrant	[('made', 'VBN')]	[[('made', 'VBN'), ('fragrant', 'NN')]]	2	1
3.52.38	प्रतिध्वस्तप्रभः	with dimmed lustre	[('dimmed', 'VBN')]	[[('with', 'IN'), ('dimmed', 'VBN'), ('lustre', 'NN')]]	3	1
1.35.24	प्रतिनन्द्य	enjoying	[('enjoying', 'VBG')]	[[('enjoying', 'VBG')]]	1	1
2.112.30	प्रतिनन्द्य	having greeted	[('having', 'VBG'), ('greeted', 'VBN')]	[[('having', 'VBG'), ('greeted', 'VBN')]]	2	2
2.16.27	प्रतिनन्द्य च	having greeted them	[('having', 'VBG'), ('greeted', 'VBN')]	[[('having', 'VBG'), ('greeted', 'VBN'), ('them', 'PRP')]]	3	2
5.3.8	प्रतिनादिताम्	resounding	[('resounding', 'VBG')]	[[('resounding', 'VBG')]]	1	1
2.26.22	प्रतिनिर्जितः	has been conquered	[('has', 'VBZ'), ('been', 'VBN'), ('conquered', 'VBN')]	[[('has', 'VBZ'), ('been', 'VBN'), ('conquered', 'VBN')]]	3	3
3.42.25	प्रतिनिवर्तते	returned	[('returned', 'VBN')]	[[('returned', 'VBN')]]	1	1
4.65.21	प्रतिनिवर्तितुम्	but to return	[('return', 'VB')]	[[('but', 'CC'), ('to', 'TO'), ('return', 'VB')]]	3	1
2.90.17	प्रतिनेतुम्	to take him back	[('take', 'VB')]	[[('to', 'TO'), ('take', 'VB'), ('him', 'PRP'), ('back', 'RB')]]	4	1
2.97.22	प्रतिनेष्यति	take back	[('take', 'VB')]	[[('take', 'VB'), ('back', 'RP')]]	2	1
2.40.16	प्रतिन्यस्य	placing	[('placing', 'VBG')]	[[('placing', 'VBG')]]	1	1
3.34.27	प्रतिपत्तुम्	to decide	[('decide', 'VB')]	[[('to', 'TO'), ('decide', 'VB')]]	2	1
4.24.14	प्रतिपत्तुम्	to receive	[('receive', 'VB')]	[[('to', 'TO'), ('receive', 'VB')]]	2	1
4.39.44	प्रतिपत्तुम्	to know	[('know', 'VB')]	[[('to', 'TO'), ('know', 'VB')]]	2	1
2.12.89	प्रतिपत्स्यसे	you are thinking of	[('are', 'VBP'), ('thinking', 'VBG')]	[[('you', 'PRP'), ('are', 'VBP'), ('thinking', 'VBG'), ('of', 'IN')]]	4	2
2.112.13	प्रतिपद्य	after accepting	[('accepting', 'VBG')]	[[('after', 'IN'), ('accepting', 'VBG')]]	2	1
2.71.5	प्रतिपद्य	having arrived	[('having', 'VBG'), ('arrived', 'VBN')]	[[('having', 'VBG'), ('arrived', 'VBN')]]	2	2
3.49.8	प्रतिपद्य	assuming	[('assuming', 'VBG')]	[[('assuming', 'VBG')]]	1	1
3.73.45	प्रतिपद्य	after attaining	[('attaining', 'VBG')]	[[('after', 'IN'), ('attaining', 'VBG')]]	2	1
2.33.18	प्रतिपद्यताम्	let her own	[('let', 'VB')]	[[('let', 'VB'), ('her', 'PRP'), ('own', 'JJ')]]	3	1
2.75.37	प्रतिपद्यताम्	be obtained	[('be', 'VB'), ('obtained', 'VBN')]	[[('be', 'VB'), ('obtained', 'VBN')]]	2	2
2.75.45	प्रतिपद्यताम्	be obtained	[('be', 'VB'), ('obtained', 'VBN')]	[[('be', 'VB'), ('obtained', 'VBN')]]	2	2
2.75.54	प्रतिपद्यताम्	shall obtain	[('obtain', 'VB')]	[[('shall', 'MD'), ('obtain', 'VB')]]	2	1
3.68.12	प्रतिपद्यते	will obtain	[('obtain', 'VB')]	[[('will', 'MD'), ('obtain', 'VB')]]	2	1
2.38.7	प्रतिपन्नं हि	was taken	[('was', 'VBD'), ('taken', 'VBN')]	[[('was', 'VBD'), ('taken', 'VBN')]]	2	2
5.1.199	प्रतिपन्नप्रयोजनः	achieved the objective	[('achieved', 'VBN')]	[[('achieved', 'VBN'), ('the', 'DT'), ('objective', 'NN')]]	3	1
5.48.15	प्रतिपन्नबुद्धिः	prepared his mind	[('prepared', 'VBN')]	[[('prepared', 'VBN'), ('his', 'PRP$'), ('mind', 'NN')]]	3	1
5.1.207	प्रतिपन्नरूपः	assumed a form suitable for the purpose	[('assumed', 'VBD')]	[[('assumed', 'VBD'), ('a', 'DT'), ('form', 'NN'), ('suitable', 'NN'), ('for', 'IN'), ('the', 'DT'), ('purpose', 'NN')]]	7	1
2.21.13	प्रतिपन्नस्य	of one who has resorted to	[('has', 'VBZ'), ('resorted', 'VBN')]	[[('of', 'IN'), ('one', 'CD'), ('who', 'WP'), ('has', 'VBZ'), ('resorted', 'VBN'), ('to', 'TO')]]	6	2
1.33.9	प्रतिपादनम्	about giving in marriage consulted	[('giving', 'VBG'), ('consulted', 'VBD')]	[[('about', 'IN'), ('giving', 'VBG'), ('in', 'IN'), ('marriage', 'NN'), ('consulted', 'VBD')]]	5	2
3.72.27	प्रतिपादने	finding means to restore	[('finding', 'VBG'), ('restore', 'VB')]	[[('finding', 'VBG'), ('means', 'NNS'), ('to', 'TO'), ('restore', 'VB')]]	4	2
2.32.42	प्रतिपादनेन	by offering	[('offering', 'VBG')]	[[('by', 'IN'), ('offering', 'VBG')]]	2	1
2.74.6	प्रतिपादितः	obtained	[('obtained', 'VBN')]	[[('obtained', 'VBN')]]	1	1
3.31.45	प्रतिपादितः	advised you	[('advised', 'VBN')]	[[('advised', 'VBN'), ('you', 'PRP')]]	2	1
1.34.7	प्रतिपादिता	was bestowed	[('was', 'VBD'), ('bestowed', 'VBN')]	[[('was', 'VBD'), ('bestowed', 'VBN')]]	2	2
4.63.2	प्रतिपालये	I am waiting for your arrival	[('am', 'VBP'), ('waiting', 'VBG')]	[[('I', 'PRP'), ('am', 'VBP'), ('waiting', 'VBG'), ('for', 'IN'), ('your', 'PRP$'), ('arrival', 'NN')]]	6	2
4.65.24	प्रतिपाल्यः	should be taken care of	[('be', 'VB'), ('taken', 'VBN')]	[[('should', 'MD'), ('be', 'VB'), ('taken', 'VBN'), ('care', 'NN'), ('of', 'IN')]]	5	2
2.1.14	प्रतिपूजकः	honours them by going forward	[('going', 'VBG')]	[[('honours', 'NNS'), ('them', 'PRP'), ('by', 'IN'), ('going', 'VBG'), ('forward', 'RB')]]	5	1
3.12.29	प्रतिपूजयेत्	should worship	[('worship', 'VB')]	[[('should', 'MD'), ('worship', 'VB')]]	2	1
2.3.48	प्रतिपूजितः	worshipped	[('worshipped', 'VBD')]	[[('worshipped', 'VBD')]]	1	1
3.11.29	प्रतिपूजितः	being honoured	[('being', 'VBG'), ('honoured', 'VBN')]	[[('being', 'VBG'), ('honoured', 'VBN')]]	2	2
5.48.16	प्रतिपूजितः	was honoured with reverence	[('was', 'VBD'), ('honoured', 'VBN')]	[[('was', 'VBD'), ('honoured', 'VBN'), ('with', 'IN'), ('reverence', 'NN')]]	4	2
2.1.47	प्रतिपूजितान्	having been received respectfully	[('having', 'VBG'), ('been', 'VBN'), ('received', 'VBN')]	[[('having', 'VBG'), ('been', 'VBN'), ('received', 'VBN'), ('respectfully', 'RB')]]	4	3
2.117.28	प्रतिपूज्य	having worshipped	[('having', 'VBG'), ('worshipped', 'VBD')]	[[('having', 'VBG'), ('worshipped', 'VBD')]]	2	2
3.14.34	प्रतिपूज्य	having worshipped	[('having', 'VBG'), ('worshipped', 'VBD')]	[[('having', 'VBG'), ('worshipped', 'VBD')]]	2	2
4.27.41	प्रतिपूज्य	respecting	[('respecting', 'VBG')]	[[('respecting', 'VBG')]]	1	1
3.12.27	प्रतिपूज्य च	after worshipping	[('worshipping', 'VBG')]	[[('after', 'IN'), ('worshipping', 'VBG')]]	2	1
2.32.44	प्रतिपूर्णमानसः	with completely satisfied mind	[('satisfied', 'VBN')]	[[('with', 'IN'), ('completely', 'RB'), ('satisfied', 'VBN'), ('mind', 'NN')]]	4	1
5.47.6	प्रतिपूर्णवस्तुना	equipped with all weapons	[('equipped', 'VBN')]	[[('equipped', 'VBN'), ('with', 'IN'), ('all', 'DT'), ('weapons', 'NNS')]]	4	1
3.69.2	प्रतिपेदतुः	reached	[('reached', 'VBN')]	[[('reached', 'VBN')]]	1	1
1.38.18	प्रतिपेदिरे	attained	[('attained', 'VBN')]	[[('attained', 'VBN')]]	1	1
1.43.28	प्रतिपेदिरे	attained	[('attained', 'VBN')]	[[('attained', 'VBN')]]	1	1
5.42.2	प्रतिपेदिरे	appeared	[('appeared', 'VBD')]	[[('appeared', 'VBD')]]	1	1
2.87.13	प्रतिपेदे	all that he had  provided	[('had', 'VBD'), ('provided', 'VBN')]	[[('all', 'DT'), ('that', 'IN'), ('he', 'PRP'), ('had', 'VBD'), ('provided', 'VBN')]]	5	2
5.38.38	प्रतिपेदे	went reached	[('went', 'VBD'), ('reached', 'VBN')]	[[('went', 'VBD'), ('reached', 'VBN')]]	2	2
5.67.17	प्रतिपेदे	returned	[('returned', 'VBN')]	[[('returned', 'VBN')]]	1	1
5.37.10	प्रतिप्रदानम्	returning	[('returning', 'VBG')]	[[('returning', 'VBG')]]	1	1
5.55.34	प्रतिप्रयाणाय	for departing	[('departing', 'VBG')]	[[('for', 'IN'), ('departing', 'VBG')]]	2	1
2.115.27	प्रतिप्रयाते	had departed	[('had', 'VBD'), ('departed', 'VBN')]	[[('had', 'VBD'), ('departed', 'VBN')]]	2	2
1.3.33	प्रतिप्लवनम्	bounding back the ocean	[('bounding', 'VBG')]	[[('bounding', 'VBG'), ('back', 'RP'), ('the', 'DT'), ('ocean', 'NN')]]	4	1
4.33.57	प्रतिबद्धमोहाः	one who is deluded by sensual gratification	[('is', 'VBZ'), ('deluded', 'VBN')]	[[('one', 'CD'), ('who', 'WP'), ('is', 'VBZ'), ('deluded', 'VBN'), ('by', 'IN'), ('sensual', 'JJ'), ('gratification', 'NN')]]	7	2
2.52.50	प्रतिबाधिष्ये	will avert by retaliating	[('avert', 'VB'), ('retaliating', 'VBG')]	[[('will', 'MD'), ('avert', 'VB'), ('by', 'IN'), ('retaliating', 'VBG')]]	4	2
2.62.21	प्रतिबुद्धः	was awakened	[('was', 'VBD'), ('awakened', 'VBN')]	[[('was', 'VBD'), ('awakened', 'VBN')]]	2	2
5.58.109	प्रतिबुद्धाः	woke up and saw	[('woke', 'VBD'), ('saw', 'VBD')]	[[('woke', 'VBD'), ('up', 'RP'), ('and', 'CC'), ('saw', 'VBD')]]	4	2
4.53.18	प्रतिबुद्ध्वा	after realising	[('realising', 'VBG')]	[[('after', 'IN'), ('realising', 'VBG')]]	2	1
2.15.25	प्रतिबुध्य	being awake	[('being', 'VBG'), ('awake', 'VB')]	[[('being', 'VBG'), ('awake', 'VB')]]	2	2
4.38.21	प्रतिबुध्यते	gets awakened	[('gets', 'VBZ'), ('awakened', 'VBD')]	[[('gets', 'VBZ'), ('awakened', 'VBD')]]	2	2
5.36.44	प्रतिबुध्यते	he wakes up	[('wakes', 'VBZ')]	[[('he', 'PRP'), ('wakes', 'VBZ'), ('up', 'RP')]]	3	1
2.15.24	प्रतिबुध्यस्व	may awaken	[('awaken', 'VB')]	[[('may', 'MD'), ('awaken', 'VB')]]	2	1
2.13.26	प्रतिबोधनम्	not to awaken	[('awaken', 'VB')]	[[('not', 'RB'), ('to', 'TO'), ('awaken', 'VB')]]	3	1
2.56.3	प्रतिबोधितः	awakened	[('awakened', 'VBN')]	[[('awakened', 'VBN')]]	1	1
2.88.5	प्रतिबोधितः	awakened	[('awakened', 'VBN')]	[[('awakened', 'VBN')]]	1	1
1.26.36	प्रतिबोध्यमानः	having been awakened	[('having', 'VBG'), ('been', 'VBN'), ('awakened', 'VBN')]	[[('having', 'VBG'), ('been', 'VBN'), ('awakened', 'VBN')]]	3	3
2.35.28	प्रतिभाति	appears	[('appears', 'VBZ')]	[[('appears', 'VBZ')]]	1	1
2.56.14	प्रतिभाति	appears	[('appears', 'VBZ')]	[[('appears', 'VBZ')]]	1	1
2.60.8	प्रतिभाति	appears	[('appears', 'VBZ')]	[[('appears', 'VBZ')]]	1	1
